unique_line,total_occurrences
Holder of a 7 Day All-Alcoholic Beverages License has petitioned to amend the description of the,1
Holder of a 7 Day Common Victualler Wines and Malt Beverages License has petitioned to,1
Holder of a B.Y.O.B (Bring Your Own Bottle) License has petitioned to change the closing hour of the,1
Holder of a Billiards License has petitioned to change the Manager of the licensed business From:,1
Holder of a Billiards License has petitioned to change the Ownership interest of the licensed business,1
Holder of a Bowling Alley License has petitioned to Change the Closing Hours of the licensed,1
Holder of a Bowling License has petitioned to change the Manager of the licensed business ‑ From:,1
Holder of a CV7-Day All-Alcoholic Beverages License has petitioned to change the manager,1
Holder of a Club (Airport) All-Alcoholic Beverages License has petitioned to amend the description of,1
Holder of a Club (Airport) All‑Alcoholic Beverages License has petitioned to change the location of the,1
Holder of a Club All Alcoholic Beverages License has petitioned to Pledge the License to,1
Holder of a Club All Alcoholic Beverages License has petitioned to change the manager,1
Holder of a Club All-Alcoholic Beverages License has petitioned for a Change of Officers/Directors.,1
Holder of a Club All-Alcoholic Beverages License has petitioned to amend the condition,1
Holder of a Club All-Alcoholic Beverages License has petitioned to amend the description of the,1
Holder of a Club All-Alcoholic Beverages License has petitioned to change the d/b/a,1
Holder of a Club All-Alcoholic Beverages License has petitioned to change the location of the licensed,1
Holder of a Club All-Alcoholic Beverages License has petitioned to change the manager of the,1
Holder of a Club All-Alcoholic Beverages License has petitioned to transfer the license from the,1
Holder of a Club All-Alcoholic Beverages license has petitioned to change the manager of the licensed,1
Holder of a Club All‑Alcoholic Beverages License has petitioned for the approval of a Management,1
Holder of a Club All‑Alcoholic Beverages License has petitioned to amend the description of the,1
Holder of a Club Veterans All Alcoholic Beverages License has petitioned to change the manager of the,1
Holder of a Club War Veterans All Alcoholic Beverages License has petitioned to change,1
Holder of a Club Wines and Malt Beverages License has petitioned to change the,1
Holder of a Club Wines and Malt Beverages with Liqueurs License has petitioned to change the,1
Holder of a Common Victuallar 7 Day All Alcoholic Beverages License has petitioned to transfer the,1
Holder of a Common Victuallar 7 Day All-Alcoholic Beverages License has petitioned to pledge the,1
Holder of a Common Victualler (Restricted) 7 Day All-Alcoholic Beverages License has petitioned for,1
Holder of a Common Victualler (SouthBay Restricted) 7 Day All Alcoholic Beverages,1
Holder of a Common Victualler (SouthBay Restricted) 7 Day All Alcoholic Beverages License has,1
Holder of a Common Victualler (SouthBay Restricted) 7 Day All-Alcoholic Beverages License has,1
Holder of a Common Victualler 7  Day All Alcoholic Beverages License has petitioned,1
Holder of a Common Victualler 7 Day (Neighborhood Restricted) All Alcoholic Beverages License has,1
Holder of a Common Victualler 7 Day (Restricted) Wines and Malt Beverages License has,1
Holder of a Common Victualler 7 Day All - Alcoholic Beverages License has petitioned to,1
Holder of a Common Victualler 7 Day All -Alcoholic Beverages License has petitioned to transfer,1
Holder of a Common Victualler 7 Day All Alcoholic Beverage License has petitioned,1
Holder of a Common Victualler 7 Day All Alcoholic Beverage License has petitioned to,1
Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned for a change of,1
Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned to the manager,1
Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned to transfer,1
Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned to transfer the license,1
Holder of a Common Victualler 7 Day All- Alcoholic Beverages License has,1
Holder of a Common Victualler 7 Day All- Alcoholic Beverages License has petitioned to amend the,1
Holder of a Common Victualler 7 Day All- Alcoholic Beverages License has petitioned to transfer,1
Holder of a Common Victualler 7 Day All-Alcohol Beverages License has petitioned to change the,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for Change of,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned for the,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to Pledge,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to amend,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to amend their,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the license and the,1
Holder of a Common Victualler 7 Day All-Alcoholic Beverages has petitioned to pledge the license to Railyard,1
Holder of a Common Victualler 7 Day All‑Alcoholic (Neighborhood Restricted) Beverages,1
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned for the approval of,1
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to Pledge,1
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to Pledge the,1
Holder of a Common Victualler 7 Day Wine & Malt Beverages License has petitioned,1
Holder of a Common Victualler 7 Day Wine and Malt Beverages License has petitioned to change,1
Holder of a Common Victualler 7 Day Wine and Malt Beverages license has petitioned,1
